t_10Hz,t_video (secs),Temperature_0,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,dT/dt,CHF Proximity,frame_index_round,frame_index_floor,frame_index_ceil,frame_delta_round
30.0,148.51645387520114,108.178652485049,107.036707252491,109.394927913621,111.21262820598,98.8325575913621,98.911619833887,2.4535435149509937,0.0644139426020118,4455,4455,4456,14.0
30.1,149.0115087214518,108.9781,107.827721,110.261008,112.131506,98.832495,98.916672,2.081133176079007,0.06992918372194556,4470,4470,4471,15.0
30.2,149.50656356770247,108.9781,107.827721,110.261008,112.131505999999,98.8280746688741,98.9188844304635,2.4102029999999957,0.06992918372194556,4485,4485,4486,15.0
30.3,150.00161841395314,108.9781,107.827721,110.261008,112.131506,98.820785,98.922533,2.4102029999999957,0.06992918372194556,4500,4500,4501,15.0
30.4,150.4966732602038,109.453970099667,108.290324887043,110.768801953488,112.694340983388,98.816751641196,98.9196271727574,1.9780492458469894,0.07321212386791791,4515,4514,4515,15.0
30.5,150.99172810645447,109.82067,108.646802,111.160102,113.128055,98.806158,98.911995,2.2255639999999914,0.0757419189215884,4530,4529,4530,15.0
30.6,151.48678295270514,109.82067,108.646802,111.160102,113.128055,98.8088195016611,98.912397179402,2.2255639999999914,0.0757419189215884,4545,4544,4545,15.0
30.7,151.9818377989558,109.874413443708,108.701891735099,111.21700007947,113.193354139072,98.821564,98.914323,2.1718205562920048,0.07611268503834004,4559,4559,4560,14.0
30.8,152.47689264520648,110.632196,109.478657,112.019263,114.114072,98.82271530897,98.9148171594684,1.7045039401990039,0.081340487284603,4574,4574,4575,15.0
30.9,152.97194749145714,110.632196,109.478657,112.019263,114.114072,98.837316,98.921084,1.9253260000000125,0.081340487284603,4589,4589,4590,15.0
31.0,153.4670023377078,110.632196,109.478657,112.019263,114.114072,98.837316,98.921084,1.9253260000000125,0.081340487284603,4604,4604,4605,15.0
31.1,153.96205718395848,111.059233176079,109.948612681063,112.477950109634,114.655558710963,98.8373761461794,98.9274856877076,1.527293674418999,0.0842865380874449,4619,4618,4619,15.0
31.2,154.45711203020915,111.388303,110.310755,112.831409,115.072822,98.837378,98.927683,1.605741999999006,0.08655673017670251,4634,4633,4634,15.0
31.3,154.9521668764598,111.388303,110.310755,112.831409,115.072822,98.8312797541528,98.9198082026578,1.6057419999990175,0.08655673017670251,4649,4648,4649,15.0
31.4,155.44722172271048,111.432019345514,110.361603837209,112.87673092691,115.132811302325,98.830372,98.918636,1.5620256544850122,0.08685832119035,4663,4663,4664,14.0
31.5,155.94227656896115,112.046234,111.076029999999,113.513503999999,115.975661,98.8354087209302,98.9139507674418,1.1784439833880072,0.09109567493219606,4678,4678,4679,15.0
31.6,156.43733141521182,112.046234,111.076029999999,113.513503999999,115.975661,98.836935,98.912531,1.353779000000003,0.09109567493219606,4693,4693,4694,15.0
31.7,156.93238626146248,112.046234,111.07603,113.513504,115.975660999999,98.8450528708609,98.9138494801324,1.353778999999998,0.09109567493219606,4708,4707,4708,15.0
31.8,157.42744110771315,112.336699940199,111.475720627906,113.875238877076,116.448834475083,98.849132,98.914512,1.0937927807310115,0.09309954593981803,4723,4722,4723,15.0
31.9,157.92249595396382,112.557522,111.779579,114.150242,116.808557,98.8453016345514,98.9136817674418,1.2793669999999935,0.09462295664737104,4738,4737,4738,15.0
32.0,158.41755080021449,112.557522,111.779579,114.150242,116.808557,98.84235,98.913042,1.2793669999999935,0.09462295664737104,4753,4752,4753,15.0
32.1,158.91260564646515,112.586526850498,111.823485179401,114.185699142857,116.861931551495,98.8375847475083,98.9137494684385,1.2503621495019956,0.09482305576726623,4767,4767,4768,14.0
32.2,159.40766049271582,112.994044999999,112.440367,114.683871999999,117.611844,98.832031,98.914574,1.021593006622993,0.09763444840182212,4782,4782,4783,15.0
32.3,159.9027153389665,112.994044999999,112.440367,114.683872,117.611844,98.8345839900332,98.920085923588,1.1566940000009964,0.09763444840182212,4797,4797,4798,15.0
32.4,160.39777018521715,112.994044999999,112.440367,114.683872,117.611844,98.839081,98.929795,1.1566940000009964,0.09763444840182212,4812,4811,4812,15.0
32.5,160.89282503146782,113.224677983388,112.818179285714,114.986170458471,118.049464813953,98.8363427076412,98.9253629933554,0.9368495049839964,0.0992255428636993,4827,4826,4827,15.0
32.6,161.3878798777185,113.400013,113.105405,115.215987999999,118.382159,98.828514,98.912692,0.9053609999999992,0.10043514684056828,4842,4841,4842,15.0
32.7,161.88293472396916,113.400013,113.105404999999,115.215988,118.382159,98.829602423841,98.9139101192053,0.9053609999999992,0.10043514684056828,4856,4856,4857,14.0
32.8,162.37798957021982,113.43049272093,113.148468813953,115.253333395348,118.433989372093,98.835362,98.920356,0.8748812790699958,0.10064542081985205,4871,4871,4872,15.0
32.9,162.8730444164705,113.836889,113.722653,115.751272,119.125061,98.8356781096345,98.9205336245847,0.5529632857140001,0.10344907387699152,4886,4886,4887,15.0
33.0,163.36809926272116,113.836889,113.722653,115.751272,119.125061,98.840959,98.923501,0.616321999999002,0.10344907387699152,4901,4901,4902,15.0
33.1,163.86315410897183,113.836889,113.722653,115.751272,119.125061,98.840959,98.923501,0.616321999999002,0.10344907387699152,4916,4915,4916,15.0
33.2,164.3582089552225,114.015638006622,114.049442178807,115.998209894039,119.530918920529,98.8391480331126,98.9314314900662,0.4508528804209959,0.1046822303419652,4931,4930,4931,15.0
33.3,164.85326380147316,114.150739,114.296433999999,116.184849,119.837672,98.83906,98.931817,0.4841649999989954,0.10561426720503297,4946,4945,4946,15.0
33.4,165.34831864772383,114.150739,114.296433999999,116.184849,119.837672,98.8355004219269,98.9237227807309,0.4841649999989954,0.10561426720503297,4960,4960,4961,14.0
33.5,165.8433734939745,114.161527488372,114.33354888372,116.205820744186,119.882768418604,98.834891,98.922337,0.473376511626995,0.105688694998701,4975,4975,4976,15.0
33.6,166.33842834022516,114.305374,114.828414,116.485444,120.484054,98.838362897351,98.91168002649,0.488046692051995,0.10668106558095042,4990,4990,4991,15.0
33.7,166.83348318647583,114.305374,114.828413999999,116.485444,120.484054,98.83951,98.908159,0.6062469999990014,0.10668106558095042,5005,5005,5006,15.0
33.8,167.3285380327265,114.305374,114.828413999999,116.485444,120.484054,98.832379116279,98.9063507209302,0.6062469999990014,0.10668106558095042,5020,5019,5020,15.0
33.9,167.82359287897717,114.389852285714,115.115781428571,116.672601142857,120.828921428571,98.828559,98.905382,0.5526239700990061,0.10726386571028713,5035,5034,5035,15.0
34.0,168.31864772522783,114.453210999999,115.331307,116.812968999999,121.087572,98.8315388671096,98.8915620166113,0.8805660000009965,0.10770096580728623,5050,5049,5050,15.0
34.1,168.8137025714785,114.453210999999,115.331307,116.812969,121.087572,98.833995,98.880171,0.8805660000009965,0.10770096580728623,5064,5064,5065,14.0
34.2,169.30875741772917,114.466490887043,115.366055378737,116.837679093023,121.132595767441,98.8435068936877,98.882168641196,0.8672861129570038,0.10779258130139106,5079,5079,5080,15.0
34.3,169.80381226397984,114.634903999999,115.806728,117.151048,121.703579,98.855203,98.884625,0.9895273687710073,0.10895443234018994,5094,5094,5095,15.0
34.4,170.2988671102305,114.634903999999,115.806728,117.151048,121.703579,98.8528016710963,98.8833531594684,1.204578000001007,0.10895443234018994,5109,5108,5109,15.0
34.5,170.79392195648117,114.634903999999,115.806728,117.151048,121.703579,98.848253,98.880944,1.204578000001007,0.10895443234018994,5124,5123,5124,15.0
34.6,171.28897680273184,114.793420692052,116.104277688741,117.368833804635,122.072960923841,98.8447441258278,98.883542821192,1.073614394040007,0.1100480097944399,5139,5138,5139,15.0
34.7,171.7840316489825,114.911620999999,116.32615,117.531229,122.348396,98.833933,98.89155,1.289644999999993,0.11086345194240646,5154,5153,5154,15.0
34.8,172.27908649523317,114.911620999999,116.32615,117.531229,122.348396,98.8333811428571,98.8898891428571,1.289644999999993,0.11086345194240646,5168,5168,5169,14.0
34.9,172.77414134148384,114.942476255813,116.364091375415,117.56939395681,122.397129946843,98.83007,98.879924,1.2587897441859894,0.1110763166676685,5183,5183,5184,15.0
35.0,173.2691961877345,115.333777,116.845257,118.053395,123.015165,98.8308235282392,98.8793579269103,0.9693176046509961,0.11377582841076657,5198,5198,5199,15.0
35.1,173.76425103398518,115.333777,116.845257,118.053395,123.015165,98.848971,98.865725,1.0446589999999958,0.11377582841076657,5213,5212,5213,15.0
35.2,174.25930588023584,115.333777,116.845257,118.053395,123.015165,98.848971,98.865725,1.0446589999999958,0.11377582841076657,5228,5227,5228,15.0
35.3,174.7543607264865,115.62443136877,117.188248754152,118.357261166112,123.438183910299,98.8310649036545,98.8647236877076,0.7742866578079912,0.11578099935238491,5243,5242,5243,15.0
35.4,175.24941557273718,115.839482,117.442023,118.582087,123.751168999999,98.829926,98.86466,0.8043839999999989,0.11726459403752207,5257,5257,5258,14.0
35.5,175.74447041898785,115.839482,117.442023,118.582087,123.751168999999,98.8354021860465,98.8632945116279,0.8043839999999989,0.11726459403752207,5272,5272,5273,15.0
35.6,176.2395252652385,115.867035086092,117.484479019867,118.616202245033,123.802140655629,98.836467,98.863029,0.7768309139069913,0.11745467770224517,5287,5287,5288,15.0
35.7,176.73458011148918,116.201265999999,117.999488999999,119.030035,124.420449,98.8324119966777,98.8574671993355,0.5898756810640009,0.11976047520046602,5302,5302,5303,15.0
35.8,177.22963495773985,116.201265999999,117.999488999999,119.030035,124.420449,98.830969,98.855488,0.6973700000000065,0.11976047520046602,5317,5316,5317,15.0
35.9,177.72468980399051,116.201265999999,117.999488999999,119.030035,124.420449,98.8269116777408,98.8509122491694,0.6973700000000065,0.11976047520046602,5332,5331,5332,15.0
36.0,178.21974465024118,116.303094604651,118.299218684385,119.244853295681,124.79130582392,98.824575,98.848277,0.6177182857140053,0.12046297198363085,5347,5346,5347,15.0
36.1,178.71479949649185,116.378436,118.520984,119.403794,125.065697,98.8277113013245,98.8429165529801,0.8104280000000017,0.12098273838966872,5361,5361,5362,14.0
36.2,179.20985434274252,116.378436,118.520984,119.403793999999,125.065697,98.830458,98.838222,0.8104280000000017,0.12098273838966872,5376,5376,5377,15.0
36.3,179.70490918899318,116.398718026578,118.559742285714,119.430946531561,125.112556787375,98.8305914551494,98.8471799069767,0.7901459734219998,0.12112266035438386,5391,5391,5392,15.0
36.4,180.19996403524385,116.643866,119.028212,119.759138,125.678949,98.830767,98.858963,0.6860131495009938,0.12281389105833866,5406,5405,5406,15.0
36.5,180.69501888149452,116.643866,119.028212,119.759138,125.678949,98.8257587840531,98.8570464784053,0.7889380000000017,0.12281389105833866,5421,5420,5421,15.0
36.6,181.1900737277452,116.643865999999,119.028212,119.759138,125.678949,98.81554,98.853136,0.7889380000000017,0.1228138910583317,5436,5435,5436,15.0
36.7,181.68512857399585,116.791141681063,119.310553302325,119.998178159468,126.033930388704,98.8195312259136,98.8512255481727,0.6631167242520064,0.12382991884874921,5451,5450,5451,15.0
36.8,182.18018342024652,116.898635999999,119.516629999999,120.172649999999,126.293026,98.832951,98.844802,0.8032420000009921,0.12457150235094006,5465,5465,5466,14.0
36.9,182.6752382664972,116.898635999999,119.516629999999,120.172649999999,126.293026,98.8315323754152,98.8464272890365,0.8032420000009921,0.12457150235094006,5480,5480,5481,15.0
37.0,183.17029311274786,116.920812890365,119.554724800664,120.201673478405,126.342078428571,98.821714,98.857676,0.7810651096349943,0.12472449663182955,5495,5495,5496,15.0
37.1,183.66534795899852,117.188864,120.015175,120.552479,126.934973,98.8211710066225,98.8574794172185,0.7171872558130019,0.12657373185297277,5510,5509,5510,15.0
37.2,184.1604028052492,117.188864,120.015175,120.552479,126.934972999999,98.801216,98.850255,0.864191999999008,0.12657373185297277,5525,5524,5525,15.0
37.3,184.65545765149986,117.188864,120.015175,120.552479,126.934972999999,98.801216,98.850255,0.864191999999008,0.12657373185297277,5540,5539,5540,15.0
37.4,185.15051249775053,117.329879149501,120.293285963455,120.777594534883,127.284634960132,98.8193358737541,98.8495031993355,0.7521124784050102,0.12754656938954226,5555,5554,5555,15.0
37.5,185.6455673440012,117.432804,120.496275,120.941903,127.539848,98.820835,98.849441,0.9831530000000015,0.12825662897083942,5569,5569,5570,14.0
37.6,186.14062219025186,117.432803999999,120.496275,120.941903,127.539848,98.8148904152823,98.8492201893687,0.9831530000000015,0.12825662897083245,5584,5584,5585,15.0
37.7,186.63567703650253,117.454258405315,120.536357790697,120.974432408637,127.588925847176,98.81362,98.849173,0.9616985946839947,0.12840463896046864,5599,5599,5600,15.0
37.8,187.1307318827532,117.701878,120.99898,121.349876,128.155366,98.8204407209302,98.8418526744185,0.8906749302320094,0.13011292092415916,5614,5613,5614,15.0
37.9,187.62578672900386,117.701878,120.99898,121.349876,128.155366,98.823081,98.839019,1.0178240000000045,0.13011292092415916,5629,5628,5629,15.0
38.0,188.12084157525453,117.701878,120.99898,121.349876,128.155366,98.8143266754966,98.837855513245,1.0178240000000045,0.13011292092415916,5644,5643,5644,15.0
38.1,188.6158964215052,117.906051255813,121.291292790697,121.592922511627,128.514760186046,98.808943,98.83714,0.8399854617940008,0.13152147460028094,5658,5658,5659,14.0
38.2,189.11095126775587,118.053055999999,121.501758,121.767916,128.773524,98.8088683687707,98.837912744186,0.9837160000009959,0.13253563324709303,5673,5673,5674,15.0
38.3,189.60600611400653,118.053055999999,121.501758,121.767916,128.773524,98.808799,98.838631,0.9837160000009959,0.13253563324709303,5688,5688,5689,15.0
38.4,190.1010609602572,118.081991627906,121.542447169435,121.803461913621,128.823860372093,98.8082711760797,98.838952013289,0.9547803720939925,0.13273525481308612,5703,5703,5704,15.0
38.5,190.59611580650787,118.415957,122.012068,122.213721,129.404826,98.807528,98.839404,0.8090907086089913,0.13503922038726107,5718,5717,5718,15.0
38.6,191.09117065275854,118.415956999999,122.012067999999,122.213721,129.404826,98.8087475348837,98.8421709933554,0.9438790000010044,0.1350392203872541,5733,5732,5733,15.0
38.7,191.5862254990092,118.415956999999,122.012067999999,122.213721,129.404826,98.811392,98.848171,0.9438790000010044,0.1350392203872541,5748,5747,5748,15.0
38.8,192.08128034525987,118.592552930232,122.306090674418,122.459058790697,129.768660302325,98.8116044119601,98.8515113322259,0.7912088172760008,0.13625752317489082,5762,5762,5763,14.0
38.9,192.57633519151054,118.719702,122.517787,122.635702,130.030621,98.812391,98.863881,0.9282000000000039,0.1371347011819908,5777,5777,5778,15.0
39.0,193.0713900377612,118.719702,122.517787,122.635702,130.030621,98.8125615629139,98.862993397351,0.9282000000000039,0.1371347011819908,5792,5792,5793,15.0
39.1,193.56644488401187,118.746036717607,122.561002282392,122.670596684385,130.081838524916,98.813906,98.855997,0.901865282393004,0.13731637954700127,5807,5806,5807,15.0
39.2,194.06149973026254,119.036772,123.038098999999,123.055834,130.64728,98.8138212524916,98.8561606943521,0.8361550631220069,0.1393221086967976,5822,5821,5822,15.0
39.3,194.5565545765132,119.036772,123.038098999999,123.055834,130.64728,98.805403,98.872421,0.9959740000000039,0.1393221086967976,5837,5836,5837,15.0
39.4,195.05160942276387,119.036772,123.038098999999,123.055834,130.64728,98.805403,98.872421,0.9959740000000039,0.1393221086967976,5852,5851,5852,15.0
39.5,195.54666426901454,119.225047708609,123.335021490066,123.30638631788,131.013731814569,98.8114101324503,98.8710128940397,0.8319671390730008,0.14062098812363358,5866,5866,5867,14.0
39.6,196.0417191152652,119.359836,123.547590999999,123.485759,131.276078,98.812024,98.870869,0.9548020000000008,0.14155086771330352,5881,5881,5882,15.0
39.7,196.53677396151588,119.359836,123.547590999999,123.485759,131.276078,98.7954943488372,98.8837011760797,0.9548020000000008,0.14155086771330352,5896,5896,5897,15.0
39.8,197.03182880776654,119.383761747508,123.588635019933,123.518208667774,131.326836305647,98.791549,98.886764,0.9308762524919985,0.1417159270374161,5911,5910,5911,15.0
39.9,197.5268836540172,119.647902,124.041761,123.876453,131.887208,98.7932203488372,98.8835424451827,0.8153437342189989,0.14353818197564408,5926,5925,5926,15.0
40.0,198.02193850026788,119.647902,124.041761,123.876453,131.887208,98.793922,98.88219,0.9208889999989935,0.14353818197564408,5941,5940,5941,15.0
40.1,198.51699334651855,119.647902,124.041761,123.876453,131.887208,98.7975662325581,98.8858342325581,0.9208890000000025,0.14353818197564408,5956,5955,5956,15.0
40.2,199.0120481927692,119.872927063122,124.33897120598,124.126119817275,132.238289408637,98.799949,98.888217,0.7174218239210006,0.14509058842877096,5970,5970,5971,14.0
40.3,199.50710303901988,120.032746,124.550058,124.303439999999,132.487637,98.8049811627907,98.8973482358804,0.785618999999997,0.14619314983015033,5985,5985,5986,15.0
40.4,200.00215788527055,120.032746,124.550058,124.303439999999,132.487637,98.80998,98.906419,0.785618999999997,0.14619314983015033,6000,6000,6001,15.0
40.5,200.49721273152122,120.057014847682,124.592444198675,124.33937613245,132.53906310596,98.8039384139072,98.8946479437086,0.761350152318002,0.14636057613915243,6015,6014,6015,15.0
40.6,200.99226757777188,120.314638,125.04239,124.720851999999,133.084971,98.794901,98.87704,0.6710460996669951,0.14813787080395394,6030,6029,6030,15.0
40.7,201.48732242402255,120.314638,125.04239,124.720851999999,133.084971,98.7930863488372,98.8801128571428,0.7882639999999981,0.14813787080395394,6045,6044,6045,15.0
40.8,201.98237727027322,120.314638,125.04239,124.720851999999,133.084971,98.788832,98.887317,0.7882639999999981,0.14813787080395394,6059,6059,6060,14.0
40.9,202.4774321165239,120.463245734219,125.321373973421,124.934711295681,133.424684328903,98.7890521229236,98.8853745083056,0.6655208353169968,0.14916308818367777,6074,6074,6075,15.0
41.0,202.97248696277455,120.568790999999,125.519516,125.0866,133.665958,98.789955,98.877407,0.823411000001002,0.1498912255272279,6089,6089,6090,15.0
41.1,203.46754180902522,120.568791,125.519516,125.086599999999,133.665958,98.7919038770764,98.8771510099667,0.823410999999993,0.14989122552723486,6104,6104,6105,15.0
41.2,203.9625966552759,120.590348887043,125.561842790697,125.117147063122,133.715622405315,98.810183,98.87475,0.8018531129569908,0.1500399494182407,6119,6118,6119,15.0
41.3,204.45765150152656,120.818365,126.00953,125.440241,134.240919,98.810183,98.87475,0.7331252392019962,0.15161299057312497,6134,6133,6134,15.0
41.4,204.95270634777722,120.818365,126.00953,125.440241,134.240919,98.8057615747508,98.8784462757475,0.8447170000000028,0.15161299057312497,6149,6148,6149,15.0
41.5,205.4477611940279,120.818365,126.00953,125.440241,134.240919,98.805732,98.878471,0.8447169999989939,0.15161299057312497,6163,6163,6164,14.0
41.6,205.94281604027856,120.985684099667,126.274116774086,125.656332714285,134.574355833887,98.8145893388704,98.8723554950166,0.7045988305650042,0.15276729421579785,6178,6178,6179,15.0
41.7,206.43787088652923,121.102902,126.459477,125.807719,134.80795,98.815643,98.871628,0.863420000000005,0.15357595891462864,6193,6193,6194,15.0
41.8,206.9329257327799,121.102902,126.459477,125.807719,134.80795,98.8156596046511,98.8729366046511,0.863420000000005,0.15357595891462864,6208,6207,6208,15.0
41.9,207.42798057903056,121.128766569536,126.503055,125.842673182119,134.858444917218,98.815664,98.873283,0.8375554304640076,0.15375439381471467,6223,6222,6223,15.0
42.0,207.92303542528123,121.392202,126.946905,126.198688,135.372745,98.8168359867109,98.8699370332226,0.7511850564780076,0.15557178631562396,6238,6237,6238,15.0
42.1,208.4180902715319,121.392202,126.946905,126.198688,135.372745,98.81736,98.868441,0.8735390000000081,0.15557178631562396,6253,6252,6253,15.0
42.2,208.91314511778256,121.392202,126.946905,126.198688,135.372745,98.809633744186,98.8780160531561,0.8735390000000081,0.15557178631562396,6267,6267,6268,14.0
42.3,209.40819996403323,121.551490239202,127.221050362126,126.423544448504,135.71682947176,98.804221,98.884724,0.7358530033220063,0.15667068653150937,6282,6282,6283,15.0
42.4,209.9032548102839,121.663082,127.413107,126.581071,135.957883,98.7992478245033,98.8898952847682,0.8434839999989947,0.15744053753021653,6297,6297,6298,15.0
42.5,210.39830965653456,121.663081999999,127.413107,126.581071,135.957883,98.794004,98.895348,0.8434840000010126,0.15744053753020956,6312,6311,6312,15.0
42.6,210.89336450278523,121.690282930232,127.455714973421,126.615642840531,136.008568189368,98.7971221262458,98.9061818604651,0.816283069768005,0.15762819173654072,6327,6326,6327,15.0
42.7,211.3884193490359,121.966322,127.888107,126.966483,136.522929,98.802095,98.92346,0.7249009634549992,0.1595325344229847,6342,6341,6342,15.0
42.8,211.88347419528657,121.966322,127.888107,126.966483,136.522929,98.8109638039867,98.9134037375415,0.8525009999999895,0.1595325344229847,6357,6356,6357,15.0
42.9,212.37852904153723,121.966322,127.888107,126.966483,136.522929,98.833501,98.887849,0.8525009999989948,0.1595325344229847,6371,6371,6372,14.0
43.0,212.8735838877879,122.143387056478,128.162722561461,127.172653126245,136.845998408637,98.8274787740863,98.8920565913621,0.6986069202660019,0.16075407362615643,6386,6386,6387,15.0
43.1,213.36863873403857,122.265741,128.352485,127.315119,137.069243,98.800543,98.910876,0.8021699999999896,0.16159817094071244,6401,6401,6402,15.0
43.2,213.86369358028924,122.265741,128.352485,127.315119,137.069243,98.8018283156146,98.9092289302325,0.8021699999999896,0.16159817094071244,6416,6415,6416,15.0
43.3,214.3587484265399,122.287343242524,128.393228,127.348089139534,137.118030385382,98.816663,98.890219,0.7805677574759926,0.16174720083200983,6431,6430,6431,15.0
43.4,214.85380327279057,122.506565999999,128.806694,127.682674999999,137.613132,98.816663,98.890219,0.7130060099340056,0.16325957824746215,6446,6445,6446,15.0
43.5,215.34885811904124,122.506566,128.806694,127.682675,137.613132,98.8023657906976,98.8847325880398,0.8172199999989971,0.1632595782474691,6460,6460,6461,14.0
43.6,215.8439129652919,122.506566,128.806694,127.682675,137.613132,98.802075,98.884621,0.8172199999989971,0.1632595782474691,6475,6475,6476,15.0
43.7,216.33896781154257,122.691222963455,129.08053310299,127.883814408637,137.943984325581,98.7932191594684,98.8843684019933,0.6537611760790014,0.1645334926181849,6490,6490,6491,15.0
43.8,216.83402265779324,122.818823,129.269759,128.022804,138.172607,98.791978,98.884333,0.7328430000000026,0.16541378176199584,6505,6505,6506,15.0
43.9,217.3290775040439,122.818822999999,129.269759,128.022804,138.172607,98.7950858609271,98.8719263509933,0.7328430000000026,0.16541378176198895,6520,6519,6520,15.0
44.0,217.82413235029458,122.841993976744,129.311392674418,128.056941581395,138.222748488372,98.795989,98.868321,0.7096720232559903,0.16557363406166234,6535,6534,6535,15.0
44.1,218.31918719654524,123.067911,129.717321,128.389783,138.711628,98.8040489767441,98.8752776279069,0.6363539867100059,0.16713219398342385,6550,6549,6550,15.0
44.2,218.8142420427959,123.067911,129.717321,128.389783,138.711628,98.80794,98.878636,0.7403600000000097,0.16713219398342385,6564,6564,6565,14.0
44.3,219.30929688904658,123.067911,129.717321,128.389783,138.711628,98.8129148571428,98.8738034285714,0.7403600000000097,0.16713219398342385,6579,6579,6580,15.0
44.4,219.80435173529725,123.219572009933,129.99017034437,128.60219257947,139.019793688741,98.816646,98.870179,0.6170096158939913,0.16817847534978034,6594,6594,6595,15.0
44.5,220.2994065815479,123.323785999999,130.177659,128.74815,139.23155,98.8231228039867,98.8625827076412,0.7793060000010001,0.16889742846744635,6609,6608,6609,15.0
44.6,220.79446142779858,123.323785999999,130.177659,128.74815,139.23155,98.830375,98.854077,0.7793060000010001,0.16889742846744635,6624,6623,6624,15.0
44.7,221.28951627404925,123.344984139534,130.21610644186,128.77965772093,139.279994465116,98.8238507076412,98.8715124817275,0.7581078604659979,0.16904367052667235,6639,6638,6639,15.0
44.8,221.78457112029992,123.551666,130.590969,129.086858,139.752328,98.812683,98.901357,0.7006400397350063,0.17046953060412387,6654,6653,6654,15.0
44.9,222.27962596655058,123.551665999999,130.590969,129.086858,139.752328,98.8099426788079,98.9008090430463,0.8017740000010036,0.170469530604117,6668,6668,6669,14.0
45.0,222.77468081280125,123.551666,130.590969,129.086858,139.752328,98.802466,98.899314,0.8017740000000089,0.17046953060412387,6683,6683,6684,15.0
45.1,223.26973565905192,123.70426498671,130.865624578073,129.307967601328,140.07192030897,98.8041294551494,98.9024025382059,0.678970827242992,0.17152228289945726,6698,6698,6699,15.0
45.2,223.76479050530259,123.808271,131.05282,129.458668,140.289743,98.81248,98.917907,0.8544289999999961,0.17223980122366214,6713,6712,6713,15.0
45.3,224.25984535155325,123.808271,131.05282,129.458668,140.289743,98.8121522657807,98.9173214086378,0.8544289999999961,0.17223980122366214,6728,6727,6728,15.0
45.4,224.75490019780392,123.836581625827,131.094088056291,129.49207955298,140.342544221854,98.807288,98.90863,0.8261183741730065,0.17243511101545209,6743,6742,6743,15.0
45.5,225.2499550440546,124.103092,131.482577,129.806609,140.839604,98.807288,98.90863,0.7355355747500028,0.1742737169864995,6757,6757,6758,14.0
45.6,225.74500989030525,124.103092,131.482577,129.806609,140.839604,98.788863847176,98.9067435548172,0.8537979999999976,0.1742737169864995,6772,6772,6773,15.0
45.7,226.24006473655592,124.103092,131.482577,129.806609,140.839604,98.788165,98.906672,0.8537979999999976,0.1742737169864995,6787,6787,6788,15.0
45.8,226.7351195828066,124.252306039735,131.747911900662,130.01511337086,141.141727443708,98.8015179801324,98.9207257748344,0.7312709470189986,0.17530311715627594,6802,6802,6803,15.0
45.9,227.23017442905726,124.35344,131.92775,130.156433,141.3465,98.803675,98.922996,0.8720989999989968,0.17600082171579223,6817,6816,6817,15.0
46.0,227.72522927530792,124.35344,131.92775,130.156433,141.3465,98.798294641196,98.9113999269102,0.8720989999989968,0.17600082171579223,6832,6831,6832,15.0
46.1,228.2202841215586,124.383235813953,131.970503707641,130.192301953488,141.397082840531,98.796603,98.907754,0.84230318604601,0.17620637754684074,6847,6846,6847,15.0
46.2,228.71533896780926,124.6627,132.371504,130.528728,141.871515,98.8099518837209,98.9047044053156,0.7094116245839928,0.17813434947946943,6861,6861,6862,14.0
46.3,229.21039381405993,124.6627,132.371504,130.528728,141.871515,98.816896,98.903118,0.8079409999999996,0.17813434947946943,6876,6876,6877,15.0
46.4,229.7054486603106,124.6627,132.371504,130.528728,141.871515,98.8261901395348,98.8884646046511,0.8079409999999996,0.17813434947946943,6891,6891,6892,15.0
46.5,230.20050350656126,124.83862757475,132.641593700996,130.729336504983,142.181819451827,98.833548,98.876864,0.654592461793996,0.17934804140576296,6906,6906,6907,15.0
46.6,230.69555835281193,124.95689,132.823154,130.86419,142.390413,98.8176441661129,98.8773282524917,0.7402939999999916,0.18016391208955868,6921,6920,6921,15.0
46.7,231.1906131990626,124.95689,132.823154,130.86419,142.390413,98.798606,98.877884,0.7402939999999916,0.18016391208955868,6936,6935,6936,15.0
46.8,231.68566804531326,124.983576986754,132.867039033112,130.901496887417,142.444869556291,98.801957013245,98.8815241258278,0.7136070132449959,0.18034802069451422,6951,6950,6951,15.0
46.9,232.18072289156393,125.225538999999,133.26493,131.239746,142.938609,98.808064,98.888158,0.601114119602002,0.1820172720461712,6965,6965,6966,14.0
47.0,232.6757777378146,125.225538999999,133.26493,131.239746,142.938609,98.8087929435216,98.8854823455149,0.6869500000009907,0.1820172720461712,6980,6980,6981,15.0
47.1,233.17083258406527,125.225538999999,133.26493,131.239746,142.938609,98.810951,98.877561,0.6869500000009907,0.1820172720461712,6995,6995,6996,15.0
47.2,233.66588743031593,125.372111624584,133.517880232558,131.44518998671,143.229822089701,98.8093559667774,98.8752328106312,0.5724470764120042,0.1830284495794672,7010,7009,7010,15.0
47.3,234.1609422765666,125.470641,133.687919,131.583294,143.425582,98.800282,98.861988,0.763613999998995,0.18370818558796434,7025,7024,7025,15.0
47.4,234.65599712281727,125.470641,133.687919,131.583294,143.425582,98.8005071993355,98.8623761063122,0.763614000000004,0.18370818558796434,7040,7039,7040,15.0
47.5,235.15105196906794,125.493220036544,133.730669996677,131.614374,143.475306651162,98.804801,98.869776,0.7410349634560021,0.18386395420124674,7055,7054,7055,15.0
