t_10Hz,t_video (secs),Temperature_0,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,dT/dt,CHF Proximity,frame_index_round,frame_index_floor,frame_index_ceil,frame_delta_round
6.6,32.67361985254451,94.7186146013289,94.5282138936877,94.7289872657807,94.5451404152824,98.817271,98.915752,0.009946744186009937,-0.028444378956107904,980,980,981,15.0
6.7,33.168674698795186,94.716071,94.514892,94.722653,94.546987,98.8457162159468,98.8994011627907,0.0019139999999993051,-0.028461926793057153,995,995,996,15.0
6.8,33.66372954504586,94.716071,94.514892,94.722653,94.546987,98.855156,98.893975,0.0019139999999993051,-0.028461926793057153,1010,1009,1010,15.0
6.9,34.158784391296535,94.7160276279069,94.5152382126245,94.7228350930232,94.5468684119601,98.837220372093,98.9082354651162,0.0019573720931020944,-0.028462226009136837,1025,1024,1025,15.0
7.0,34.65383923754721,94.71346,94.535734,94.733615,94.539848,98.827612,98.915875,0.0009328538206005987,-0.02847993960102121,1040,1039,1040,15.0
7.1,35.148894083797884,94.71346,94.535734,94.733615,94.539848,98.8262788438538,98.9237259302325,-0.002405999999993469,-0.02847993960102121,1054,1054,1055,14.0
7.2,35.64394893004856,94.71346,94.535734,94.733615,94.539848,98.82518,98.930197,-0.002405999999993471,-0.02847993960102121,1069,1069,1070,15.0
7.3,36.13900377629923,94.7213529801324,94.5376783178808,94.72132302649,94.5490189403973,98.8345410430463,98.9284151788079,-0.010570708609293425,-0.028425487385246067,1084,1084,1085,15.0
7.4,36.63405862254991,94.72874,94.539498,94.709819,94.557602,98.846121,98.926211,-0.03136299999999892,-0.02837452569612243,1099,1099,1100,15.0
7.5,37.12911346880058,94.72874,94.539498,94.709819,94.557602,98.8399165880398,98.9204308803986,-0.03136299999999892,-0.02837452569612243,1114,1113,1114,15.0
7.6,37.62416831505126,94.7285613455149,94.5393671196013,94.7099273056478,94.5574506212624,98.828164,98.909482,-0.03118434551490168,-0.028375758200500818,1129,1128,1129,15.0
7.7,38.11922316130193,94.717985,94.531619,94.716339,94.548489,98.8281191328903,98.9123108106312,-0.031065655629191752,-0.02844872245968175,1144,1143,1144,15.0
7.8,38.614278007552606,94.717985,94.531619,94.716339,94.548489,98.827979,98.921146,-0.04072399999999728,-0.02844872245968175,1158,1158,1159,14.0
7.9,39.10933285380328,94.717985,94.531619,94.716339,94.548489,98.8285161428571,98.9179472857142,-0.04072399999999732,-0.02844872245968175,1173,1173,1174,15.0
8.0,39.604387700053955,94.7143928538206,94.5286658837209,94.710189179402,94.5406314717607,98.831739,98.898755,-0.036963355481802296,-0.02847350401437663,1188,1188,1189,15.0
8.1,40.09944254630463,94.711054,94.525921,94.704473,94.533328,98.8322196777408,98.8984699900332,-0.025339999999999918,-0.02849653815175326,1203,1202,1203,15.0
8.2,40.594497392555304,94.711054,94.525921,94.704473,94.533328,98.843796,98.891606,-0.025339999999999918,-0.02849653815175326,1218,1217,1218,15.0
8.3,41.08955223880598,94.7107822715231,94.5258780860927,94.7043483509933,94.5331951456953,98.843796,98.891606,-0.02506827152309654,-0.02849841275645369,1233,1232,1233,15.0
8.4,41.58460708505665,94.697377,94.523761,94.698199,94.526641,98.8353050598006,98.8957936478405,-0.014913578073105782,-0.028590893254979724,1248,1247,1248,15.0
8.5,42.07966193130733,94.697377,94.523761,94.698199,94.526641,98.834765,98.89606,-0.017895000000009986,-0.028590893254979724,1262,1262,1263,14.0
8.6,42.574716777558,94.697377,94.523761,94.698199,94.526641,98.8150905813953,98.9092284651162,-0.017895000000009986,-0.028590893254979724,1277,1277,1278,15.0
8.7,43.06977162380868,94.6869193443708,94.5158673311258,94.6926603311258,94.5211007715231,98.811265,98.911789,-0.007817778145707166,-0.0286630386945059,1292,1292,1293,15.0
8.8,43.56482647005935,94.677261,94.508577,94.687545,94.515984,98.826623564784,98.8942974651162,-0.01419200000000842,-0.02872966983292105,1307,1306,1307,15.0
8.9,44.059881316310026,94.677261,94.508577,94.687545,94.515984,98.832089,98.888073,-0.01419200000000842,-0.02872966983292105,1322,1321,1322,15.0
9.0,44.5549361625607,94.6774294983388,94.5084994983388,94.687319910299,94.5161525382059,98.8355891860465,98.9006472724252,-0.01436049833880304,-0.028728507393924893,1337,1336,1337,15.0
9.1,45.049991008811375,94.685714,94.504689,94.676253,94.524439,98.837605,98.907889,-0.01385769435221107,-0.0286713541432542,1351,1351,1352,14.0
9.2,45.54504585506205,94.685714,94.504689,94.676253,94.524439,98.8328997483443,98.9016595794701,-0.005797999999998638,-0.0286713541432542,1366,1366,1367,15.0
9.3,46.040100701312724,94.685714,94.504689,94.676253,94.524439,98.828779,98.896204,-0.005797999999998638,-0.0286713541432542,1381,1381,1382,15.0
9.4,46.5351555475634,94.6824634219269,94.495427564784,94.6802974451827,94.520543730897,98.8296704285714,98.8932127043189,-0.002208305647897646,-0.028693779282512346,1396,1396,1397,15.0
9.5,47.03021039381407,94.679482,94.486933,94.684007,94.516971,98.830843,98.889278,0.015016000000002805,-0.028714347563105654,1411,1410,1411,15.0
9.6,47.52526524006475,94.679482,94.486933,94.684007,94.516971,98.8325710598006,98.8908715382059,0.015016000000002805,-0.028714347563105654,1426,1425,1426,15.0
9.7,48.02032008631542,94.6791015662251,94.4868862715231,94.6839412417218,94.5171150331125,98.836097,98.894123,0.015396433774895968,-0.02871697210562966,1441,1440,1441,15.0
9.8,48.5153749325661,94.663069,94.484917,94.68117,94.523185,98.8379469335548,98.8945677176079,0.04158771760791069,-0.02882757782626686,1455,1455,1456,14.0
9.9,49.01042977881677,94.663069,94.484917,94.68117,94.523185,98.844167,98.896063,0.05078200000001232,-0.02882757782626686,1470,1470,1471,15.0
10.0,49.505484625067446,94.663069,94.484917,94.68117,94.523185,98.8434884285714,98.8953845548172,0.05078200000001232,-0.02882757782626686,1485,1485,1486,15.0
10.1,50.00053947131812,94.6718563056478,94.5010040232558,94.6760098637873,94.517808923588,98.838792,98.890689,0.042392182724199756,-0.02876695582352645,1500,1500,1501,15.0
10.2,50.495594317568795,94.679916,94.515759,94.671277,94.512878,98.8388406887417,98.8907809735099,0.05102699999999061,-0.028711353477063287,1515,1514,1515,15.0
10.3,50.99064916381947,94.679916,94.515759,94.671277,94.512878,98.84063,98.894161,0.05102699999999061,-0.028711353477063287,1530,1529,1530,15.0
10.4,51.485704010070144,94.680255116279,94.5148637674418,94.6720179069767,94.5126909302325,98.84063,98.894161,0.05068788372099675,-0.028709013976331382,1545,1544,1545,15.0
10.5,51.98075885632082,94.694498,94.477264,94.703136,94.504834,98.829534936877,98.886840641196,0.027538734219206162,-0.028610754945569007,1559,1559,1560,14.0
10.6,52.47581370257149,94.694498,94.477264,94.703136,94.504834,98.828617,98.886235,0.019478000000006546,-0.028610754945569007,1574,1574,1575,15.0
10.7,52.97086854882217,94.694498,94.477264,94.703136,94.504834,98.8308818476821,98.8972241920529,0.019478000000006546,-0.028610754945569007,1589,1589,1590,15.0
10.8,53.46592339507284,94.7046567176079,94.4902341727574,94.6996920199335,94.519099667774,98.831375,98.899617,0.009723242524898978,-0.02854067182437704,1604,1603,1604,15.0
10.9,53.96097824132352,94.713851,94.501973,94.696575,94.532011,98.8472859302325,98.8975573023255,0.015323999999992566,-0.0284772421640568,1619,1618,1619,15.0
11.0,54.45603308757419,94.713851,94.501973,94.696575,94.532011,98.853445,98.89676,0.015323999999992566,-0.0284772421640568,1634,1633,1634,15.0
11.1,54.951087933824866,94.714248488372,94.5020356976744,94.6969342093023,94.5319588604651,98.8454136312292,98.8985761262458,0.014926511628004846,-0.02847449996500948,1649,1648,1649,15.0
11.2,55.44614278007554,94.730943,94.504669,94.712021,94.529769,98.840448,98.899699,-0.018574089403998073,-0.028359327604990797,1663,1663,1664,14.0
11.3,55.941197626326215,94.730943,94.504669,94.712021,94.529769,98.8334067508305,98.8879995182724,-0.03368899999999542,-0.028359327604990797,1678,1678,1679,15.0
11.4,56.43625247257689,94.730943,94.504669,94.712021,94.529769,98.826862,98.877125,-0.03368899999999542,-0.028359327604990797,1693,1693,1694,15.0
11.5,56.931307318827564,94.7220367342192,94.5059114784053,94.7057062491694,94.5299317242524,98.8308254551495,98.8856694352159,-0.024366202657802205,-0.028420770291772188,1708,1707,1708,15.0
11.6,57.42636216507824,94.713976,94.507036,94.699991,94.530079,98.836406,98.8977,-0.0010500000000064347,-0.028476379812086117,1723,1722,1723,15.0
11.7,57.92141701132891,94.713976,94.507036,94.699991,94.530079,98.8366692947019,98.8947502814569,-0.0010500000000064347,-0.028476379812086117,1738,1737,1738,15.0
11.8,58.41647185757959,94.7143799601328,94.5071010631229,94.7005261229235,94.5295316245847,98.837243,98.888323,-0.001453960132806742,-0.028473592965553268,1752,1752,1753,14.0
11.9,58.91152670383026,94.729175,94.509484,94.720125,94.509484,98.8375336578073,98.8872235182724,-0.015260664451901107,-0.02837152471126441,1767,1767,1768,15.0
12.0,59.406581550080936,94.729175,94.509484,94.720125,94.509484,98.83861,98.883152,-0.014377999999993563,-0.02837152471126441,1782,1782,1783,15.0
12.1,59.90163639633161,94.729175,94.509484,94.720125,94.509484,98.8383883189368,98.8842742192691,-0.014377999999993563,-0.02837152471126441,1797,1797,1798,15.0
12.2,60.396691242582285,94.712368910596,94.5015545331125,94.7074339569536,94.5186691456953,98.836588,98.893388,0.0022810993707054195,-0.02848746682580323,1812,1811,1812,15.0
12.3,60.89174608883296,94.697254,94.494423,94.69602,94.52693,98.8363697275747,98.8934914850498,0.012626999999994837,-0.02859174180931891,1827,1826,1827,15.0
12.4,61.386800935083635,94.697254,94.494423,94.69602,94.52693,98.814688,98.903771,0.012626999999994837,-0.02859174180931891,1842,1841,1842,15.0
12.5,61.88185578133431,94.6976705315614,94.4950365282392,94.696524,94.5266795548172,98.814688,98.903771,0.012210468438595967,-0.02858886823481625,1856,1856,1857,14.0
12.6,62.376910627584984,94.712926,94.517507,94.714983,94.517507,98.8386757019867,98.908107821192,-0.0067710927152973,-0.02848362356864007,1871,1871,1872,15.0
12.7,62.87196547383566,94.712926,94.517507,94.714983,94.517507,98.841127,98.908551,-0.010077999999992926,-0.02848362356864007,1886,1886,1887,15.0
12.8,63.36702032008633,94.712926,94.517507,94.714983,94.517507,98.8348420996677,98.9016065282392,-0.010077999999992926,-0.02848362356864007,1901,1901,1902,15.0
12.9,63.86207516633701,94.7139143355481,94.5069754950166,94.7164055481727,94.5208861461794,98.833342,98.899949,-0.010938451827200879,-0.0284768052237791,1916,1915,1916,15.0
