t_10Hz,t_video (secs),frame_index
92.1,609.8597437626569,18296
92.2,610.5219150371006,18316
92.3,611.1840863115443,18336
92.4,611.846257585988,18355
92.5,612.5084288604318,18375
92.6,613.1706001348755,18395
92.7,613.8327714093192,18415
92.8,614.4949426837629,18435
92.9,615.1571139582067,18455
93.0,615.8192852326504,18475
93.1,616.4814565070941,18494
93.2,617.1436277815378,18514
93.3,617.8057990559815,18534
93.4,618.4679703304253,18554
93.5,619.130141604869,18574
93.6,619.7923128793127,18594
93.7,620.4544841537564,18614
93.8,621.1166554282001,18633
93.9,621.7788267026439,18653
94.0,622.4409979770876,18673
94.1,623.1031692515313,18693
94.2,623.765340525975,18713
94.3,624.4275118004188,18733
94.4,625.0896830748625,18753
94.5,625.7518543493062,18773
94.6,626.4140256237499,18792
94.7,627.0761968981936,18812
94.8,627.7383681726374,18832
94.9,628.4005394470811,18852
95.0,629.0627107215248,18872
95.1,629.7248819959685,18892
95.2,630.3870532704123,18912
95.3,631.049224544856,18931
95.4,631.7113958192997,18951
95.5,632.3735670937434,18971
95.6,633.0357383681871,18991
95.7,633.6979096426309,19011
95.8,634.3600809170746,19031
95.9,635.0222521915183,19051
96.0,635.684423465962,19071
96.1,636.3465947404057,19090
96.2,637.0087660148495,19110
96.3,637.6709372892932,19130
96.4,638.3331085637369,19150
96.5,638.9952798381806,19170
96.6,639.6574511126244,19190
96.7,640.3196223870681,19210
96.8,640.9817936615118,19229
96.9,641.6439649359555,19249
97.0,642.3061362103992,19269
97.1,642.968307484843,19289
97.2,643.6304787592867,19309
97.3,644.2926500337304,19329
97.4,644.9548213081741,19349
97.5,645.6169925826179,19369
97.6,646.2791638570616,19388
97.7,646.9413351315053,19408
97.8,647.603506405949,19428
97.9,648.2656776803927,19448
98.0,648.9278489548365,19468
98.1,649.5900202292802,19488
98.2,650.2521915037239,19508
98.3,650.9143627781676,19527
98.4,651.5765340526114,19547
98.5,652.2387053270551,19567
98.6,652.9008766014988,19587
98.7,653.5630478759425,19607
98.8,654.2252191503862,19627
98.9,654.88739042483,19647
99.0,655.5495616992737,19666
99.1,656.2117329737174,19686
99.2,656.8739042481611,19706
99.3,657.5360755226048,19726
99.4,658.1982467970486,19746
99.5,658.8604180714923,19766
99.6,659.522589345936,19786
99.7,660.1847606203797,19806
99.8,660.8469318948235,19825
99.9,661.5091031692672,19845
100.0,662.1712744437109,19865
100.1,662.8334457181546,19885
100.2,663.4956169925983,19905
100.3,664.1577882670421,19925
100.4,664.8199595414858,19945
100.5,665.4821308159295,19964
100.6,666.1443020903732,19984
100.7,666.806473364817,20004
100.8,667.4686446392607,20024
100.9,668.1308159137044,20044
101.0,668.7929871881481,20064
101.1,669.4551584625918,20084
101.2,670.1173297370356,20104
101.3,670.7795010114793,20123
101.4,671.441672285923,20143
101.5,672.1038435603667,20163
101.6,672.7660148348104,20183
101.7,673.4281861092542,20203
101.8,674.0903573836979,20223
101.9,674.7525286581416,20243
102.0,675.4146999325853,20262
102.1,676.0768712070291,20282
102.2,676.7390424814728,20302
102.3,677.4012137559165,20322
102.4,678.0633850303602,20342
102.5,678.725556304804,20362
102.6,679.3877275792477,20382
102.7,680.0498988536914,20401
102.8,680.7120701281351,20421
102.9,681.3742414025788,20441
103.0,682.0364126770226,20461
103.1,682.6985839514663,20481
103.2,683.36075522591,20501
103.3,684.0229265003537,20521
103.4,684.6850977747974,20541
103.5,685.3472690492412,20560
103.6,686.0094403236849,20580
103.7,686.6716115981286,20600
103.8,687.3337828725723,20620
103.9,687.995954147016,20640
104.0,688.6581254214598,20660
104.1,689.3202966959035,20680
104.2,689.9824679703472,20699
104.3,690.6446392447909,20719
104.4,691.3068105192347,20739
104.5,691.9689817936784,20759
104.6,692.6311530681221,20779
104.7,693.2933243425658,20799
104.8,693.9554956170095,20819
104.9,694.6176668914533,20839
105.0,695.279838165897,20858
105.1,695.9420094403407,20878
105.2,696.6041807147844,20898
105.3,697.2663519892282,20918
105.4,697.9285232636719,20938
105.5,698.5906945381156,20958
105.6,699.2528658125593,20978
105.7,699.915037087003,20997
105.8,700.5772083614468,21017
105.9,701.2393796358905,21037
106.0,701.9015509103342,21057
106.1,702.5637221847779,21077
106.2,703.2258934592217,21097
106.3,703.8880647336654,21117
106.4,704.5502360081091,21137
106.5,705.2124072825528,21156
106.6,705.8745785569965,21176
106.7,706.5367498314403,21196
106.8,707.198921105884,21216
106.9,707.8610923803277,21236
107.0,708.5232636547714,21256
107.1,709.1854349292151,21276
107.2,709.8476062036589,21295
107.3,710.5097774781026,21315
107.4,711.1719487525463,21335
107.5,711.83412002699,21355
107.6,712.4962913014338,21375
107.7,713.1584625758775,21395
107.8,713.8206338503212,21415
107.9,714.4828051247649,21434
108.0,715.1449763992086,21454
108.1,715.8071476736524,21474
108.2,716.4693189480961,21494
108.3,717.1314902225398,21514
108.4,717.7936614969835,21534
108.5,718.4558327714273,21554
108.6,719.118004045871,21574
108.7,719.7801753203147,21593
108.8,720.4423465947584,21613
108.9,721.1045178692021,21633
109.0,721.7666891436459,21653
109.1,722.4288604180896,21673
109.2,723.0910316925333,21693
109.3,723.753202966977,21713
109.4,724.4153742414207,21732
109.5,725.0775455158645,21752
109.6,725.7397167903082,21772
109.7,726.4018880647519,21792
109.8,727.0640593391956,21812
109.9,727.7262306136394,21832
110.0,728.3884018880831,21852
110.1,729.0505731625268,21872
110.2,729.7127444369705,21891
110.3,730.3749157114142,21911
110.4,731.037086985858,21931
110.5,731.6992582603017,21951
110.6,732.3614295347454,21971
110.7,733.0236008091891,21991
110.8,733.6857720836329,22011
110.9,734.3479433580766,22030
111.0,735.0101146325203,22050
111.1,735.672285906964,22070
111.2,736.3344571814077,22090
111.3,736.9966284558515,22110
111.4,737.6587997302952,22130
111.5,738.3209710047389,22150
111.6,738.9831422791826,22169
111.7,739.6453135536264,22189
111.8,740.3074848280701,22209
111.9,740.9696561025138,22229
112.0,741.6318273769575,22249
112.1,742.2939986514012,22269
112.2,742.956169925845,22289
112.3,743.6183412002887,22309
112.4,744.2805124747324,22328
112.5,744.9426837491761,22348
112.6,745.6048550236198,22368
112.7,746.2670262980636,22388
112.8,746.9291975725073,22408
112.9,747.591368846951,22428
113.0,748.2535401213947,22448
113.1,748.9157113958385,22467
113.2,749.5778826702822,22487
113.3,750.2400539447259,22507
113.4,750.9022252191696,22527
113.5,751.5643964936133,22547
113.6,752.2265677680571,22567
113.7,752.8887390425008,22587
113.8,753.5509103169445,22607
113.9,754.2130815913882,22626
114.0,754.875252865832,22646
114.1,755.5374241402757,22666
114.2,756.1995954147194,22686
114.3,756.8617666891631,22706
114.4,757.5239379636068,22726
114.5,758.1861092380506,22746
114.6,758.8482805124943,22765
114.7,759.510451786938,22785
114.8,760.1726230613817,22805
114.9,760.8347943358254,22825
115.0,761.4969656102692,22845
115.1,762.1591368847129,22865
115.2,762.8213081591566,22885
115.3,763.4834794336003,22905
115.4,764.1456507080441,22924
115.5,764.8078219824878,22944
115.6,765.4699932569315,22964
115.7,766.1321645313752,22984
115.8,766.794335805819,23004
115.9,767.4565070802627,23024
116.0,768.1186783547064,23044
116.1,768.7808496291501,23063
116.2,769.4430209035938,23083
116.3,770.1051921780376,23103
116.4,770.7673634524813,23123
116.5,771.429534726925,23143
116.6,772.0917060013687,23163
116.7,772.7538772758124,23183
116.8,773.4160485502562,23202
116.9,774.0782198246999,23222
117.0,774.7403910991436,23242
117.1,775.4025623735873,23262
117.2,776.064733648031,23282
117.3,776.7269049224748,23302
117.4,777.3890761969185,23322
117.5,778.0512474713622,23342
117.6,778.7134187458059,23361
117.7,779.3755900202497,23381
117.8,780.0377612946934,23401
117.9,780.6999325691371,23421
118.0,781.3621038435808,23441
118.1,782.0242751180245,23461
118.2,782.6864463924683,23481
118.3,783.348617666912,23500
118.4,784.0107889413557,23520
118.5,784.6729602157994,23540
118.6,785.3351314902432,23560
118.7,785.9973027646869,23580
118.8,786.6594740391306,23600
118.9,787.3216453135743,23620
119.0,787.983816588018,23640
119.1,788.6459878624618,23659
119.2,789.3081591369055,23679
119.3,789.9703304113492,23699
119.4,790.6325016857929,23719
119.5,791.2946729602367,23739
119.6,791.9568442346804,23759
119.7,792.6190155091241,23779
119.8,793.2811867835678,23798
